State,District,Soil Type,Soil pH,Rainfall (mm),Temperature (°C),Fertility,Nearest Seaport,Nearest ICD,Nearest Cargo Airport,Cold Storage (MT),Key Crops / Products,HS Codes,Top Export Products,Export Volume (MT),Top Buyer Countries,Exporters / Processors,AEZ / Cluster,GI Tags,State Incentives,Remarks
Arunachal Pradesh,Shi Yomi,"Mountain skeletal, Loamy",4.8-6.0,3200,2023-10-01 00:00:00,Low,Kolkata – (~1700 km),Guwahati ICD – (~900 km),Dibrugarh – (~450 km),600,"Apple, Kiwi, Large cardamom","HS08, HS09",Kiwi,1000,Nepal,10,,,Special high-altitude package,Apple & kiwi pilot
Arunachal Pradesh,Siang,"Alluvial, Red loamy",5.5-6.8,3000,15-26,High,Dibrugarh – (~240 km),,Dibrugarh – (~180 km),11000,"Rice, Orange, Ginger","HS10, HS09",Ginger,14000,Bangladesh,82,,,–,Ginger valley
Arunachal Pradesh,Tawang,"Alpine, Skeletal, Loamy",4.5-5.8,2500,2018-02-01 00:00:00,Low,Kolkata – (~1600 km),Guwahati ICD – (~750 km),Tezpur – (~280 km),3500,"Apple, Kiwi, Potato, Large cardamom","HS08, HS09","Kiwi, Potato",6500,"Bhutan, Nepal",45,,Tawang Apple (applied),100% freight + cold-chain subsidy,Cold desert horticulture
Arunachal Pradesh,Tirap,"Red loamy, Lateritic",5.0-6.2,2800,15-26,Medium,Dibrugarh – (~280 km),,Dibrugarh – (~200 km),4200,"Tea, Large cardamom, Ginger",HS09,Tea,5500,Bhutan,42,,,–,Tea gardens
Arunachal Pradesh,Upper Siang,"Mountain, Forest loam",4.8-6.0,3500+,2024-10-01 00:00:00,Medium,Kolkata – (~1650 km),Guwahati ICD – (~850 km),Dibrugarh – (~350 km),4800,"Kiwi, Apple, Large cardamom","HS08, HS09",Kiwi,7200,Nepal,52,,,High-altitude package,Famous for Adi paddy & kiwi
Arunachal Pradesh,Upper Subansiri,"Red & Yellow, Loamy",5.0-6.5,2800,2025-12-01 00:00:00,Medium,Kolkata – (~1450 km),Guwahati ICD – (~700 km),Dibrugarh – (~300 km),6500,"Kiwi, Large cardamom, Apple","HS08, HS09",Kiwi,9800,Bhutan,68,,,–,Daporijo kiwi famous
Arunachal Pradesh,West Kameng,"Red loamy, Alluvial valleys",5.0-6.5,2500,2024-08-01 00:00:00,Medium-High,Kolkata – (~1400 km),Guwahati ICD – (~600 km),Tezpur – (~180 km),12000,"Apple, Kiwi, Potato, Large cardamom","HS08, HS09","Apple, Kiwi",14000,"Bhutan, Nepal",95,,,Cold-chain subsidy,Apple & potato belt
Arunachal Pradesh,West Siang,"Alluvial, Red loamy",5.5-7.0,3000,15-27,High,Dibrugarh – (~300 km),,Dibrugarh – (~220 km),16000,"Rice, Orange, Kiwi, Ginger","HS10, HS08","Orange, Ginger",21000,"Bhutan, Bangladesh",118,,Arunachal Orange,–,Major orange district
Arunachal Pradesh,Keyi Panyor,Red & Yellow,5.0-6.2,2600,14-26,Medium,Kolkata – (~1450 km),Guwahati ICD – (~700 km),Lilabari – (~180 km),2500,"Kiwi, Large cardamom","HS08, HS09",Kiwi,3000,Nepal,25,,,–,New district
Arunachal Pradesh,Bichom,Mountain skeletal,4.8-6.0,2800,2024-10-01 00:00:00,Low,Kolkata – (~1500 km),Guwahati ICD – (~750 km),Tezpur – (~220 km),1000,"Kiwi, Medicinal herbs",HS08,Kiwi,1200,Nepal,12,,,Special hill package,Remote
Arunachal Pradesh,Shi-Yomi (added 2024),Alpine skeletal,4.8-5.8,3200,2022-08-01 00:00:00,Low,Kolkata – (~1700 km),Guwahati ICD – (~950 km),Dibrugarh – (~480 km),700,"Apple, Kiwi",HS08,Kiwi,900,Nepal,10,,,–,Very high altitude
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Assam,Bajali,"Alluvial, Sandy loam",5.5-6.8,2200,23-29,High,Kolkata – (~950 km),Guwahati ICD – (~120 km),Guwahati – (~130 km),28000,"Rice, Tea, Vegetables, Fish","HS10, HS09, HS03","Rice, Tea",85000,"Bangladesh, UAE",125,Assam Tea AEZ,,75% capital subsidy for food processing,"New district, strong rice belt"
Assam,Baksa,"Alluvial, Red loamy",5.8-7.0,2400,22-28,High,Kolkata – (~1050 km),Guwahati ICD – (~180 km),Guwahati – (~190 km),32000,"Rice, Pineapple, Tea","HS10, HS08, HS09",Pineapple,42000,"Bangladesh, Nepal",98,,Assam Pineapple (applied),–,Pineapple hub
Assam,Barpeta,Alluvial (Brahmaputra),5.5-6.5,2300,23-29,Very High,Kolkata – (~980 km),Guwahati ICD – (~140 km),Guwahati – (~150 km),68000,"Rice, Jute, Fish, Mustard","HS10, HS53, HS03","Rice, Jute",185000,"Bangladesh, UAE",285,,Muga Silk of Assam,100% SGST for 10 yrs for silk units,Jute & Muga silk area
Assam,Biswanath,"Alluvial, Loamy",5.8-7.0,2200,22-29,High,Kolkata – (~1100 km),Guwahati ICD – (~220 km),Tezpur – (~40 km),45000,"Tea, Rice, Pineapple","HS09, HS10",Tea,68000,"UK, Germany",168,Assam Tea AEZ,,–,Major tea district
Assam,Bongaigaon,"Alluvial, Sandy",5.5-6.8,2400,23-29,High,Kolkata – (~1050 km),Guwahati ICD – (~180 km),Guwahati – (~190 km),38000,"Rice, Jute, Vegetables","HS10, HS53",Jute,52000,Bangladesh,112,,Muga Silk,–,Jute belt
Assam,Cachar,"Alluvial, Red loamy hills",5.0-6.5,2800,22-30,High,Kolkata – (~850 km),Silchar ICD – (~30 km),Silchar – (~40 km),85000,"Tea, Pineapple, Rice","HS09, HS08",Tea,95000,"UK, UAE",215,Assam Tea AEZ,,–,Southern Assam tea hub
Assam,Charaideo,"Alluvial, Tea garden soil",4.8-6.0,2200,22-29,High,Dibrugarh – (~320 km),,Dibrugarh – (~80 km),52000,"Tea, Rice",HS09,Tea,112000,"Germany, USA",285,Assam Tea AEZ,Muga Silk,90% subsidy for tea processing,Heart of upper Assam tea
Assam,Chirang,"Alluvial, Red loamy",5.5-6.8,2500,22-28,High,Kolkata – (~1100 km),Guwahati ICD – (~220 km),Guwahati – (~230 km),25000,"Rice, Pineapple, Fish","HS10, HS08",Pineapple,38000,Bangladesh,88,,,–,BTAD area
Assam,Darrang,"Alluvial, Sandy loam",5.8-7.0,2200,22-29,High,Kolkata – (~1000 km),Guwahati ICD – (~120 km),Tezpur – (~60 km),42000,"Rice, Tea, Vegetables","HS10, HS09",Tea,58000,UAE,135,Assam Tea AEZ,,–,Tea & rice
Assam,Dhemaji,Alluvial (Brahmaputra flood plain),5.5-6.8,3000,20-28,Very High,Dibrugarh – (~280 km),,Dibrugarh – (~120 km),68000,"Rice, Mustard, Fish","HS10, HS03",Rice,145000,Bangladesh,195,,Muga Silk,Flood-plain incentives,Highest rice yield districts
Assam,Dhubri,"Alluvial, Sandy",5.5-6.5,2800,23-30,Very High,Kolkata – (~920 km),Guwahati ICD – (~280 km),Guwahati – (~290 km),75000,"Rice, Jute, Fish","HS10, HS53",Jute,78000,Bangladesh,225,,Muga Silk,–,Major jute & fish export point
Assam,Dibrugarh,"Alluvial, Tea garden soil",4.8-6.0,2500,20-29,Very High,Dibrugarh – (~350 km),,Dibrugarh – (~20 km),125000,"Tea, Rice, Mustard",HS09,Tea,285000,"UK, Germany, USA",625,Assam Tea AEZ,,100% SGST for tea factories,Largest tea-producing district in India
Assam,Dima Hasao,"Red hilly, Lateritic",4.8-6.0,2800,18-27,Medium,Kolkata – (~950 km),Guwahati ICD – (~300 km),Silchar – (~180 km),18000,"Pineapple, Ginger, Turmeric","HS08, HS09",Pineapple,28000,Bangladesh,68,,,Hill area package,Pineapple & ginger hills
Assam,Goalpara,"Alluvial, Sandy",5.5-6.8,2600,23-30,High,Kolkata – (~980 km),Guwahati ICD – (~160 km),Guwahati – (~170 km),55000,"Rice, Jute, Fish","HS10, HS53",Jute,62000,Bangladesh,185,,Muga Silk,–,Jute & Muga area
Assam,Golaghat,"Alluvial, Tea soil",4.8-6.2,2200,21-29,Very High,Dibrugarh – (~280 km),,Jorhat – (~60 km),98000,"Tea, Rice",HS09,Tea,195000,"UK, USA",425,Assam Tea AEZ,,–,Major tea district
Assam,Hailakandi,"Alluvial, Loamy",5.0-6.5,2800,22-30,High,Kolkata – (~880 km),Silchar ICD – (~50 km),Silchar – (~60 km),48000,"Rice, Tea","HS10, HS09",Tea,58000,UAE,135,Assam Tea AEZ,,–,Southern tea area
Assam,Hojai,"Alluvial, Red loamy",5.5-6.8,2200,22-29,High,Kolkata – (~1050 km),Guwahati ICD – (~180 km),Tezpur – (~100 km),52000,"Rice, Pineapple, Vegetables","HS10, HS08",Pineapple,48000,Bangladesh,145,,Assam Pineapple (applied),–,Pineapple cluster
Assam,Jorhat,"Alluvial, Tea garden soil",4.8-6.0,2200,21-29,Very High,Dibrugarh – (~320 km),,Jorhat – (~10 km),115000,"Tea, Rice, Muga silk","HS09, HS50",Tea,225000,"Germany, UK",585,Assam Tea AEZ,Muga Silk of Assam,Highest subsidy for silk units,Historical tea & silk capital
Assam,Kamrup Metropolitan,"Alluvial, Urban",5.5-7.0,2000,23-30,High,Kolkata – (~1050 km),Guwahati ICD – (~20 km),Guwahati – (~25 km),185000,"Rice, Vegetables, Fish, Poultry","HS10, HS03, HS02","Rice, Processed fish",165000,"Bangladesh, UAE",785,,Joha Rice,Capital incentives + 100% SGST,Largest urban market
Assam,Kamrup Rural,"Alluvial, Sandy loam",5.5-6.8,2200,23-29,High,Kolkata – (~1050 km),Guwahati ICD – (~80 km),Guwahati – (~90 km),95000,"Rice, Tea, Vegetables","HS10, HS09",Tea,98000,UAE,285,Assam Tea AEZ,,–,Strong tea & rice
Assam,Karbi Anglong,"Red hilly, Lateritic",4.8-6.0,2400,18-28,Medium,Kolkata – (~1100 km),Guwahati ICD – (~280 km),Guwahati – (~290 km),35000,"Pineapple, Ginger, Turmeric","HS08, HS09",Ginger,68000,Bangladesh,185,,,Hill area package,Largest ginger producer
Assam,Karimganj,"Alluvial, Low-lying",5.0-6.5,3000,23-31,High,Kolkata – (~850 km),Silchar ICD – (~80 km),Silchar – (~90 km),72000,"Rice, Fish, Tea","HS10, HS03",Rice,125000,Bangladesh,225,,,–,Rice & fish belt
Assam,Kokrajhar,"Alluvial, Sandy",5.5-6.8,2800,22-29,High,Kolkata – (~1100 km),Guwahati ICD – (~250 km),Guwahati – (~260 km),45000,"Rice, Jute, Fish","HS10, HS53",Jute,55000,Bangladesh,135,,Muga Silk,–,BTAD jute area
Assam,Lakhimpur,Alluvial (Subansiri & Brahmaputra),5.5-6.8,2800,20-28,Very High,Dibrugarh – (~220 km),,Lilabari – (~30 km),85000,"Rice, Tea, Mustard","HS10, HS09",Tea,145000,"UAE, Germany",325,Assam Tea AEZ,,–,Upper Assam rice & tea
Assam,Majuli,"Riverine alluvial, Sandy islands",5.8-7.0,2400,22-29,High,Kolkata – (~1200 km),Jorhat CFS – (~80 km),Jorhat – (~90 km),22000,"Rice, Mustard, Fish, Handloom","HS10, HS63",Rice,68000,Bangladesh,95,,Muga Silk,Special island package,World’s largest river island
Assam,Morigaon,"Alluvial, Loamy",5.5-6.8,2200,23-29,High,Kolkata – (~1000 km),Guwahati ICD – (~80 km),Guwahati – (~90 km),65000,"Rice, Vegetables, Jute","HS10, HS53",Jute,72000,Bangladesh,195,,Muga Silk,–,Central Assam hub
Assam,Nagaon,"Alluvial, Red loamy",5.5-7.0,2200,22-29,Very High,Kolkata – (~1050 km),Guwahati ICD – (~140 km),Tezpur – (~80 km),125000,"Rice, Tea, Pineapple, Fish","HS10, HS09","Tea, Pineapple",185000,"UAE, Bangladesh",425,Assam Tea AEZ,,–,Major commercial district
Assam,Nalbari,"Alluvial, Sandy loam",5.5-6.8,2200,23-29,High,Kolkata – (~980 km),Guwahati ICD – (~80 km),Guwahati – (~90 km),58000,"Rice, Vegetables, Fish","HS10, HS03",Rice,98000,Bangladesh,185,,,–,Strong vegetable supply to Guwahati
Assam,Sivasagar,"Alluvial, Tea garden soil",4.8-6.0,2300,21-29,Very High,Dibrugarh – (~350 km),,Dibrugarh – (~80 km),105000,"Tea, Rice",HS09,Tea,225000,"UK, Germany",525,Assam Tea AEZ,Muga Silk,Highest incentives for tea,Historical tea capital
Assam,Sonitpur,"Alluvial, Red loamy",5.0-6.8,2400,20-28,High,Kolkata – (~1100 km),Guwahati ICD – (~200 km),Tezpur – (~15 km),95000,"Tea, Rice, Pineapple","HS09, HS10",Tea,165000,"Germany, UAE",385,Assam Tea AEZ,,–,Large tea & pineapple area
Assam,South Salmara-Mankachar,"Alluvial, Riverine",5.5-6.5,2800,23-30,High,Kolkata – (~950 km),Guwahati ICD – (~320 km),Guwahati – (~330 km),35000,"Rice, Jute, Fish","HS10, HS53",Jute,48000,Bangladesh,112,,,–,Jute & fish
Assam,Tamulpur,"Alluvial, Loamy",5.5-6.8,2400,22-28,High,Kolkata – (~1050 km),Guwahati ICD – (~180 km),Guwahati – (~190 km),32000,"Rice, Pineapple","HS10, HS08",Pineapple,35000,Bangladesh,95,,,–,"New district, pineapple focus"
Assam,Tinsukia,"Alluvial, Tea soil",4.8-6.0,2600,20-29,Very High,Dibrugarh – (~380 km),,Dibrugarh – (~50 km),115000,"Tea, Rice, Citrus",HS09,Tea,245000,"UK, USA",585,Assam Tea AEZ,,–,Top tea exporter
Assam,Udalguri,"Alluvial, Red loamy",5.5-6.8,2500,22-28,High,Kolkata – (~1150 km),Guwahati ICD – (~250 km),Guwahati – (~260 km),42000,"Rice, Tea, Pineapple","HS10, HS09",Tea,72000,UAE,165,Assam Tea AEZ,,–,Tea & pineapple
Assam,West Karbi Anglong,"Red hilly, Lateritic",4.8-6.0,2600,18-28,Medium,Kolkata – (~1100 km),Guwahati ICD – (~280 km),Guwahati – (~290 km),25000,"Ginger, Turmeric, Pineapple","HS09, HS08",Ginger,55000,Bangladesh,145,,,Hill package,Ginger hills
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Bihar,Araria,"Alluvial (Tal), Sandy loam",6.5-7.5,1400,24-30,High,Kolkata – (~480 km),Forbesganj ICD – (~30 km),Bagdogra – (~180 km),85000,"Maize, Jute, Makhana, Litchi","HS10, HS53, HS08","Makhana, Jute",68000,"Nepal, Bangladesh, UAE",215,Bihar Makhana Cluster,"Madhubani Painting, Sujini",75% capital subsidy + 100% SGST for food parks,Largest makhana district
Bihar,Arwal,Alluvial (Gangetic loam),7.0-8.0,1000,25-32,Very High,Kolkata – (~580 km),Patna ICD – (~80 km),Patna – (~90 km),125000,"Rice, Wheat, Lentil, Litchi","HS10, HS07","Rice, Litchi",185000,"Nepal, UAE",325,,Shahi Litchi,–,Part of Magadh rice belt
Bihar,Aurangabad,"Alluvial, Red loamy",6.8-7.8,1100,25-32,High,Kolkata – (~620 km),Patna ICD – (~160 km),Gaya – (~80 km),95000,"Rice, Wheat, Gram, Mango","HS10, HS07",Rice,145000,"Bangladesh, Nepal",285,,,–,Strong pulse area
Bihar,Banka,"Alluvial, Red loamy hills",6.0-7.5,1200,24-31,Medium-High,Kolkata – (~420 km),Bhagalpur CFS – (~80 km),Patna – (~280 km),68000,"Rice, Maize, Litchi","HS10, HS08",Litchi,48000,Nepal,185,Bihar Litchi Cluster,"Bhagalpuri Silk, Katarni Rice",–,Litchi & silk
Bihar,Begusarai,Alluvial (Gangetic),7.0-8.0,1100,24-31,Very High,Kolkata – (~480 km),Patna ICD – (~140 km),Patna – (~150 km),185000,"Rice, Maize, Onion, Litchi","HS10, HS07","Onion, Rice",225000,"Bangladesh, Malaysia",485,,Shahi Litchi,100% electricity duty exemption for agro units,Onion & rice hub
Bihar,Bhagalpur,"Alluvial, Tal lands",6.5-7.8,1200,24-31,Very High,Kolkata – (~420 km),Bhagalpur CFS – (~15 km),Patna – (~240 km),165000,"Rice, Maize, Litchi, Silk","HS10, HS50","Tussar silk, Litchi",125000,"Italy, UAE",625,Bhagalpur Tussar Silk Cluster,"Bhagalpuri Tussar Silk, Katarni Rice",Highest subsidy for silk units,Famous “Silk City of India”
Bihar,Bhojpur,Alluvial (Sone-Ganga),7.0-8.2,1000,25-32,Very High,Kolkata – (~580 km),Patna ICD – (~80 km),Patna – (~90 km),145000,"Rice, Wheat, Potato","HS10, HS07",Rice,195000,Bangladesh,385,,Shahi Litchi,–,High potato production
Bihar,Buxar,Alluvial (Gangetic),7.0-8.0,1000,25-32,Very High,Kolkata – (~620 km),Patna ICD – (~140 km),Patna – (~150 km),115000,"Rice, Wheat, Gram","HS10, HS07",Rice,165000,Bangladesh,325,,,–,Rice bowl
Bihar,Darbhanga,"Alluvial (Tal), Heavy clay",6.8-7.8,1200,24-31,High,Kolkata – (~520 km),Darbhanga CFS – (~30 km),Patna – (~140 km),125000,"Makhana, Maize, Litchi, Fish","HS10, HS03",Makhana,95000,"Nepal, UAE",385,Bihar Makhana Cluster,Madhubani Painting,–,Makhana capital of India
Bihar,East Champaran,"Alluvial, Terai",6.5-7.5,1300,23-30,Very High,Kolkata – (~680 km),Raxaul ICD – (~15 km),Patna – (~200 km),195000,"Litchi, Rice, Jute, Vegetables","HS08, HS10",Shahi Litchi,285000,"Nepal, UAE, Bangladesh",685,Muzaffarpur Litchi AEZ,Shahi Litchi,100% SGST for 10 yrs in food processing,India’s largest litchi district
Bihar,Gaya,"Alluvial, Red loamy",6.8-7.8,1100,25-33,High,Kolkata – (~550 km),Gaya ICD – (~20 km),Gaya – (~25 km),135000,"Rice, Wheat, Gram, Mango","HS10, HS07",Rice,175000,Bangladesh,425,,,–,Pulse & rice area
Bihar,Gopalganj,Alluvial (Gandak),6.8-7.8,1200,24-31,High,Kolkata – (~650 km),,Patna – (~180 km),95000,"Rice, Sugarcane, Fish","HS10, HS17",Rice,145000,Bangladesh,285,,,–,Sugarcane belt
Bihar,Jamui,"Alluvial, Red loamy",6.0-7.5,1100,24-32,Medium-High,Kolkata – (~480 km),Bhagalpur CFS – (~140 km),Patna – (~220 km),68000,"Rice, Maize, Litchi","HS10, HS08",Litchi,42000,Nepal,165,Bihar Litchi Cluster,,–,Emerging litchi
Bihar,Jehanabad,Alluvial (Gangetic loam),7.0-8.0,1000,25-32,Very High,Kolkata – (~580 km),Patna ICD – (~60 km),Patna – (~70 km),115000,"Rice, Wheat, Lentil","HS10, HS07",Rice,165000,Bangladesh,325,,Shahi Litchi,–,Magadh division hub
Bihar,Kaimur (Bhabua),"Alluvial, Red loamy",6.8-7.8,1000,25-33,High,Kolkata – (~650 km),Patna ICD – (~200 km),Varanasi – (~140 km),85000,"Rice, Wheat, Gram","HS10, HS07",Rice,125000,Bangladesh,245,,,–,Pulse area
Bihar,Katihar,"Alluvial (Tal), Sandy loam",6.5-7.5,1400,24-30,High,Kolkata – (~420 km),Katihar CFS – (~20 km),Bagdogra – (~180 km),95000,"Maize, Jute, Makhana","HS10, HS53","Makhana, Jute",85000,"Nepal, Bangladesh",285,Bihar Makhana Cluster,,–,Major makhana & jute
Bihar,Khagaria,Alluvial (Kosi & Ganga),6.8-7.8,1300,24-31,High,Kolkata – (~480 km),,Patna – (~200 km),85000,"Maize, Rice, Fish","HS10, HS03",Maize,98000,Bangladesh,225,,,–,Maize hub
Bihar,Kishanganj,"Alluvial, Terai",5.8-7.0,1800,22-29,High,Kolkata – (~480 km),,Bagdogra – (~120 km),125000,"Tea, Pineapple, Jute","HS09, HS08",Tea,68000,"Nepal, Bangladesh",285,,,Tea incentives,Only major tea district in Bihar
Bihar,Lakhisarai,"Alluvial, Loamy",6.8-7.8,1100,24-32,High,Kolkata – (~500 km),Patna ICD – (~140 km),Patna – (~150 km),72000,"Rice, Wheat, Vegetables","HS10, HS07",Rice,115000,Bangladesh,215,,,–,Vegetable supply to Patna
Bihar,Madhepura,Alluvial (Kosi flood plain),6.8-7.8,1400,24-30,High,Kolkata – (~480 km),,Patna – (~240 km),85000,"Maize, Rice, Makhana",HS10,Makhana,78000,Nepal,225,Bihar Makhana Cluster,,–,Kosi makhana belt
Bihar,Madhubani,Alluvial (Tal),6.5-7.5,1300,24-31,High,Kolkata – (~550 km),Darbhanga CFS – (~80 km),Patna – (~180 km),115000,"Makhana, Rice, Fish, Madhubani painting","HS10, HS03",Makhana,95000,"Nepal, UAE",325,Bihar Makhana Cluster,Madhubani Painting,–,Makhana & painting hub
Bihar,Munger,"Alluvial, Loamy",6.8-7.8,1200,24-32,High,Kolkata – (~480 km),Bhagalpur CFS – (~80 km),Patna – (~200 km),85000,"Rice, Mango, Litchi","HS10, HS08",Litchi,52000,Nepal,185,Bihar Litchi Cluster,,–,Litchi area
Bihar,Muzaffarpur,Alluvial (Gangetic loam),6.8-7.8,1200,24-31,Very High,Kolkata – (~580 km),Muzaffarpur ICD – (~20 km),Patna – (~80 km),285000,"Litchi, Maize, Rice, Vegetables","HS08, HS10",Shahi Litchi,385000,"UAE, UK, Qatar",985,Muzaffarpur Litchi AEZ,Shahi Litchi,Highest incentives for litchi processing,World-famous Shahi Litchi district
Bihar,Nalanda,Alluvial (Gangetic),7.0-8.0,1000,25-32,Very High,Kolkata – (~550 km),Patna ICD – (~100 km),Patna – (~110 km),165000,"Rice, Wheat, Potato, Onion","HS10, HS07","Rice, Onion",225000,"Bangladesh, Nepal",525,,,–,Onion & potato hub
Bihar,Nawada,"Alluvial, Red loamy",6.8-7.8,1100,25-32,High,Kolkata – (~580 km),Patna ICD – (~140 km),Gaya – (~80 km),85000,"Rice, Gram, Mango","HS10, HS07",Rice,125000,Bangladesh,245,,,–,Pulse area
Bihar,Patna,Alluvial (Ganga-Sone),7.0-8.2,1050,25-32,Very High,Kolkata – (~580 km),Patna ICD – (~15 km),Patna – (~20 km),385000,"Rice, Vegetables, Litchi, Fish","HS10, HS07,03","Rice, Vegetables",485000,"Bangladesh, UAE",1285,,Shahi Litchi,Capital incentives + 100% SGST,Largest market & cold-chain hub
Bihar,Purnia,"Alluvial (Tal), Sandy loam",6.5-7.5,1400,24-30,High,Kolkata – (~420 km),Purnea CFS – (~20 km),Bagdogra – (~150 km),125000,"Maize, Jute, Makhana","HS10, HS53","Makhana, Jute",98000,"Nepal, Bangladesh",325,Bihar Makhana Cluster,,–,Major makhana & maize
Bihar,Rohtas,"Alluvial, Red loamy",6.8-7.8,1100,25-33,High,Kolkata – (~620 km),Patna ICD – (~180 km),Varanasi – (~160 km),95000,"Rice, Wheat, Mango","HS10, HS08",Rice,145000,Bangladesh,285,,,–,Rice & mango
Bihar,Saharsa,Alluvial (Kosi),6.8-7.8,1300,24-31,High,Kolkata – (~520 km),,Patna – (~220 km),85000,"Maize, Rice, Makhana",HS10,Makhana,85000,Nepal,225,Bihar Makhana Cluster,,–,Kosi makhana
Bihar,Samastipur,Alluvial (Gangetic),6.8-7.8,1200,24-31,Very High,Kolkata – (~550 km),Samastipur CFS – (~30 km),Patna – (~120 km),165000,"Rice, Maize, Tobacco, Fish","HS10, HS24",Tobacco,125000,"China, EU",425,,Shahi Litchi,–,Tobacco & rice hub
Bihar,Saran,Alluvial (Gandak-Ganga),7.0-8.0,1100,24-31,Very High,Kolkata – (~620 km),Patna ICD – (~120 km),Patna – (~130 km),135000,"Rice, Wheat, Vegetables","HS10, HS07",Rice,195000,Bangladesh,385,,,–,Vegetable belt
